offtake_id,pdf_s_no,ga_id,ga_name,cgd_entity,stpl_length_km,status,tap_from_verbatim,transmission_entity,tap_acronym_expansion,pipeline_id,pipeline_name_matched,link_basis,link_provenance_category,pdf_page,source_document,provenance_category
OT-OP-062,46,9.68,Bhadradri Kothagudem & Khamman Districts,MCGDPL,0.44,Operational,EWPL,PIL,Kakinada-Hyderabad-Uran-Ahmedabad (East West),17.04.NGPL,Kakinada-Hyderabad-Uran-Ahmedabad (East West Pipeline),"acronym 'EWPL' expands to 'Kakinada-Hyderabad-Uran-Ahmedabad (East West)', the register's own name for 17.04.NGPL; transmission entity PIL matches that pipeline's operator",C,12,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-063,47,9.72,"Medchal-Malkajgiri, Ranga Reddy & Vikarabad Districts",MCGDPL,8.5,Operational,EWPL,PIL,Kakinada-Hyderabad-Uran-Ahmedabad (East West),17.04.NGPL,Kakinada-Hyderabad-Uran-Ahmedabad (East West Pipeline),"acronym 'EWPL' expands to 'Kakinada-Hyderabad-Uran-Ahmedabad (East West)', the register's own name for 17.04.NGPL; transmission entity PIL matches that pipeline's operator",C,12,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-064,47,9.72,"Medchal-Malkajgiri, Ranga Reddy & Vikarabad Districts",MCGDPL,6.9,Operational,EWPL,PIL,Kakinada-Hyderabad-Uran-Ahmedabad (East West),17.04.NGPL,Kakinada-Hyderabad-Uran-Ahmedabad (East West Pipeline),"acronym 'EWPL' expands to 'Kakinada-Hyderabad-Uran-Ahmedabad (East West)', the register's own name for 17.04.NGPL; transmission entity PIL matches that pipeline's operator",C,12,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-065,48,10.29,"Anuppur, Bilaspur and Korba Districts",ATGL,18.3,Operational,SPPL,RGPL,Shahdol-Phulpur,5.05.NGPL,Shahdol-Phulpur,"acronym 'SPPL' expands to 'Shahdol-Phulpur', the register's own name for 5.05.NGPL; transmission entity RGPL matches that pipeline's operator",C,12,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-066,49,10.35,Jalore and Sirohi Districts,GGL,3.82,Operational,MBPL,GIGL,Mehsana-Bhatinda,5.01.NGPL,Mehsana-Bhatinda,"acronym 'MBPL' expands to 'Mehsana-Bhatinda', the register's own name for 5.01.NGPL; transmission entity GIGL matches that pipeline's operator",C,12,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-067,50,6.10,Anand District (EAAA),GGL,2.68,Operational,HP-GGG,GSPL,High Pressure Gujarat Gas Grid,18.01.NGPL,High Pressure Gujarat Gas Grid,"acronym 'HP-GGG' expands to 'High Pressure Gujarat Gas Grid', the register's own name for 18.01.NGPL; transmission entity GSPL matches that pipeline's operator",C,12,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-068,51,9.29,Ramanagara District,MNGL,4.7,Operational,DBPL,GAIL,Dabhol-Bangalore,17.16.NGPL,Dabhol-Bangalore,"acronym 'DBPL' expands to 'Dabhol-Bangalore', the register's own name for 17.16.NGPL; transmission entity GAIL matches that pipeline's operator",C,12,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-069,52,9.42,Sindhudurg District,MNGL,11.5,Operational,DBPL,GAIL,Dabhol-Bangalore,17.16.NGPL,Dabhol-Bangalore,"acronym 'DBPL' expands to 'Dabhol-Bangalore', the register's own name for 17.16.NGPL; transmission entity GAIL matches that pipeline's operator",C,12,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-070,53,9.09,Barwala & Ranpur Talukas (C),ATGL,0.65,Operational,HPGGG,GSPL,High Pressure Gujarat Gas Grid,18.01.NGPL,High Pressure Gujarat Gas Grid,"acronym 'HPGGG' expands to 'High Pressure Gujarat Gas Grid', the register's own name for 18.01.NGPL; transmission entity GSPL matches that pipeline's operator",C,12,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-071,54,11.40,Tarn Taran District,MCGDPL,22.0,Operational,BGPL,GIGL,Bhatinda-Gurdaspur,5.02.NGPL,Bhatinda-Gurdaspur,"acronym 'BGPL' expands to 'Bhatinda-Gurdaspur', the register's own name for 5.02.NGPL; transmission entity GIGL matches that pipeline's operator",C,12,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-072,55,11.46,Tiruvannamalai district,MCGDPL,0.132,Operational,ETPL,IOCL,Ennore-Tuticorin,5.08.NGPL,Ennore-Tuticorin,"acronym 'ETPL' expands to 'Ennore-Tuticorin', the register's own name for 5.08.NGPL; transmission entity IOCL matches that pipeline's operator",C,12,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-073,56,11.10,"Mungeli, Bemetara, Durg, Balod And Dhamtari Districts",ATGL,0.1,Operational,MNJPL,GAIL,Mumbai-Nagpur-Jharsuguda,5.13.NGPL,Mumbai-Nagpur-Jharsuguda,"acronym 'MNJPL' expands to 'Mumbai-Nagpur-Jharsuguda', the register's own name for 5.13.NGPL; transmission entity GAIL matches that pipeline's operator",C,12,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-074,57,11.11,"Jashpur, Raigarh, JanjgirChampa And Mahasamund Districts",ATGL,0.25,Operational,MNJPL,GAIL,Mumbai-Nagpur-Jharsuguda,5.13.NGPL,Mumbai-Nagpur-Jharsuguda,"acronym 'MNJPL' expands to 'Mumbai-Nagpur-Jharsuguda', the register's own name for 5.13.NGPL; transmission entity GAIL matches that pipeline's operator",C,12,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-075,58,11.34,"Bhandara, Gondiya And Garchiroli Districts",ATGL,0.35,Operational,MNJPL,GAIL,Mumbai-Nagpur-Jharsuguda,5.13.NGPL,Mumbai-Nagpur-Jharsuguda,"acronym 'MNJPL' expands to 'Mumbai-Nagpur-Jharsuguda', the register's own name for 5.13.NGPL; transmission entity GAIL matches that pipeline's operator",C,12,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-076,59,9.72,"Medchal-Malkajgiri, Ranga Reddy & Vikarabad Districts",MCGDPL,9.0,Operational,EWPL,PIL,Kakinada-Hyderabad-Uran-Ahmedabad (East West),17.04.NGPL,Kakinada-Hyderabad-Uran-Ahmedabad (East West Pipeline),"acronym 'EWPL' expands to 'Kakinada-Hyderabad-Uran-Ahmedabad (East West)', the register's own name for 17.04.NGPL; transmission entity PIL matches that pipeline's operator",C,13,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-077,59,9.72,"Medchal-Malkajgiri, Ranga Reddy & Vikarabad Districts",MCGDPL,7.0,Operational,EWPL,PIL,Kakinada-Hyderabad-Uran-Ahmedabad (East West),17.04.NGPL,Kakinada-Hyderabad-Uran-Ahmedabad (East West Pipeline),"acronym 'EWPL' expands to 'Kakinada-Hyderabad-Uran-Ahmedabad (East West)', the register's own name for 17.04.NGPL; transmission entity PIL matches that pipeline's operator",C,13,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-078,60,11.20,Chikkaballapur district,MCGDPL,0.585,Operational,ETPL,IOCL,Ennore-Tuticorin,5.08.NGPL,Ennore-Tuticorin,"acronym 'ETPL' expands to 'Ennore-Tuticorin', the register's own name for 5.08.NGPL; transmission entity IOCL matches that pipeline's operator",C,13,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-079,61,11.47,Ariyalur and Perambalur districts,MCGDPL,0.1,Operational,ETPL,IOCL,Ennore-Tuticorin,5.08.NGPL,Ennore-Tuticorin,"acronym 'ETPL' expands to 'Ennore-Tuticorin', the register's own name for 5.08.NGPL; transmission entity IOCL matches that pipeline's operator",C,13,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-080,62,11.49,"Pudukottai, Sivaganga and Thanjavur districts",MCGDPL,0.085,Operational,ETPL,IOCL,Ennore-Tuticorin,5.08.NGPL,Ennore-Tuticorin,"acronym 'ETPL' expands to 'Ennore-Tuticorin', the register's own name for 5.08.NGPL; transmission entity IOCL matches that pipeline's operator",C,13,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-081,62,11.49,"Pudukottai, Sivaganga and Thanjavur districts",MCGDPL,0.085,Operational,ETPL,IOCL,Ennore-Tuticorin,5.08.NGPL,Ennore-Tuticorin,"acronym 'ETPL' expands to 'Ennore-Tuticorin', the register's own name for 5.08.NGPL; transmission entity IOCL matches that pipeline's operator",C,13,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-082,63,11.52,Dindigul and Karur districts,MCGDPL,0.11,Operational,ETPL,IOCL,Ennore-Tuticorin,5.08.NGPL,Ennore-Tuticorin,"acronym 'ETPL' expands to 'Ennore-Tuticorin', the register's own name for 5.08.NGPL; transmission entity IOCL matches that pipeline's operator",C,13,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-083,64,11.58,Amroha (except area already authorized) & Sambhal (except area already authorized) districts,MCGDPL,1.51,Operational,HVJ,GAIL,Hazira-Vijaipur-Jagdishpur,17.03.NGPL,Hazira-Vijaipur-Jagdishpur -GREP (Gas Rehabilitation and Expansion Project)-Dahej-Vijaipur HVJ/VDPL,"acronym 'HVJ' expands to 'Hazira-Vijaipur-Jagdishpur', the register's own name for 17.03.NGPL; transmission entity GAIL matches that pipeline's operator",C,13,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-084,65,9.29,Ramanagara,MNGL,4.7,Operational,DBPL,GAIL,Dabhol-Bangalore,17.16.NGPL,Dabhol-Bangalore,"acronym 'DBPL' expands to 'Dabhol-Bangalore', the register's own name for 17.16.NGPL; transmission entity GAIL matches that pipeline's operator",C,13,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-085,66,9.39,"Valsad (Except the area already authorized), Dhule & Nashik Districts",MNGL,2.7,Operational,MNJPL,GAIL,Mumbai-Nagpur-Jharsuguda,5.13.NGPL,Mumbai-Nagpur-Jharsuguda,"acronym 'MNJPL' expands to 'Mumbai-Nagpur-Jharsuguda', the register's own name for 5.13.NGPL; transmission entity GAIL matches that pipeline's operator",C,13,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-086,67,9.21,"Bilaspur, Hamirpur & Una Districts",BPCL,4.7,Operational,DBNPL,GAIL,Dadri-Bawana-Nangal,17.12.NGPL,Dadri-Bawana-Nangal,"acronym 'DBNPL' expands to 'Dadri-Bawana-Nangal', the register's own name for 17.12.NGPL; transmission entity GAIL matches that pipeline's operator",C,13,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-087,68,9.26,Ballari & Gadag Districts,BPCL,0.1,Operational,DBPL,GAIL,Dabhol-Bangalore,17.16.NGPL,Dabhol-Bangalore,"acronym 'DBPL' expands to 'Dabhol-Bangalore', the register's own name for 17.16.NGPL; transmission entity GAIL matches that pipeline's operator",C,13,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-088,69,9.48,Jagatsinghpur & Kendrapara Districts,BPCL,2.1,Operational,JHBDPL,GAIL,Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati,17.20.NGPL,Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati,"acronym 'JHBDPL' expands to 'Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati', the register's own name for 17.20.NGPL; transmission entity GAIL matches that pipeline's operator",C,13,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-089,70,10.13,Chatra & Palamu Districts,BPCL,0.85,Operational,GAIL,GAIL,NA,UNKNOWN,UNKNOWN,"NOT A TRANSMISSION PIPELINE: the register prints an OPERATOR name where a pipeline name belongs (S.No 70, operational table) -- transcribed verbatim, not guessed",C,13,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-090,71,9.43,Angul & Dhekanal District,BPCL,4.2,Operational,JHBDPL,GAIL,Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati,17.20.NGPL,Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati,"acronym 'JHBDPL' expands to 'Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati', the register's own name for 17.20.NGPL; transmission entity GAIL matches that pipeline's operator",C,13,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-091,72,9.64,"Cuddalore, Nagapattinam & Tiruvarur Districts",ATGL,0.2,Operational,CBNPL,GAIL,Cauvery Basin Network,17.02.NGPL,Cauvery Basin Network,"acronym 'CBNPL' expands to 'Cauvery Basin Network', the register's own name for 17.02.NGPL; transmission entity GAIL matches that pipeline's operator",C,13,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-OP-092,73,9.45,"Balasore, Bhadrak & Mayurbhanj Districts",ATGL,0.1,Operational,JHBDPL,GAIL,Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati,17.20.NGPL,Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati,"acronym 'JHBDPL' expands to 'Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati', the register's own name for 17.20.NGPL; transmission entity GAIL matches that pipeline's operator",C,13,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-001,1,3.01,Jalandhar,JMEPL,4.0,Under Construction,DBNPL,GIGL,Dadri-Bawana-Nangal,UNKNOWN,UNKNOWN,"MAPPING WITHHELD: acronym expands to Dadri-Bawana-Nangal, whose operator is GAIL, but the register records the transmission entity as GIGL",C,17,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-002,2,5.03,East Godavari District (EAAA),GGPL,51.3,Under Construction,KG basin Network,GAIL,KG Basin Network,17.06.NGPL,KG Basin Network,"acronym 'KG basin Network' expands to 'KG Basin Network', the register's own name for 17.06.NGPL; transmission entity GAIL matches that pipeline's operator",C,17,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-003,3,5.04,West Godavari District,GGPL,53.4,Under Construction,KG basin Network,GAIL,KG Basin Network,17.06.NGPL,KG Basin Network,"acronym 'KG basin Network' expands to 'KG Basin Network', the register's own name for 17.06.NGPL; transmission entity GAIL matches that pipeline's operator",C,17,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-004,4,9.25,Udupi District,ATGL,3.1,Under Construction,KKMBPL,GAIL,Kochi-Koottanad-Bangalore-Mangalore,17.15.NGPL,Kochi-Koottanad-Bangalore-Mangalore,"acronym 'KKMBPL' expands to 'Kochi-Koottanad-Bangalore-Mangalore', the register's own name for 17.15.NGPL; transmission entity GAIL matches that pipeline's operator",C,17,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-005,5,11.30,"Akola, Hingoli And Washim Districts",ATGL,0.05,Under Construction,MNJPL,GAIL,Mumbai-Nagpur-Jharsuguda,5.13.NGPL,Mumbai-Nagpur-Jharsuguda,"acronym 'MNJPL' expands to 'Mumbai-Nagpur-Jharsuguda', the register's own name for 5.13.NGPL; transmission entity GAIL matches that pipeline's operator",C,17,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-006,6,9.51,Puducherry District,ECNGDPL,8.0,Under Construction,ETBPNMTPL,IOCL,Ennore-Tuticorin,5.08.NGPL,Ennore-Tuticorin,"acronym 'ETBPNMTPL' expands to 'Ennore-Tuticorin', the register's own name for 5.08.NGPL; transmission entity IOCL matches that pipeline's operator",C,17,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-007,7,11.31,Amravati and Yavatmal District,ATGL,0.2,Under Construction,MNJPL,GAIL,Mumbai-Nagpur-Jharsuguda,5.13.NGPL,Mumbai-Nagpur-Jharsuguda,"acronym 'MNJPL' expands to 'Mumbai-Nagpur-Jharsuguda', the register's own name for 5.13.NGPL; transmission entity GAIL matches that pipeline's operator",C,17,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-008,8,9.71,"Medak, Siddipet & Sangareddy Districts",TGPL,2.0,Under Construction,EWPL,PIL,Kakinada-Hyderabad-Uran-Ahmedabad (East West),17.04.NGPL,Kakinada-Hyderabad-Uran-Ahmedabad (East West Pipeline),"acronym 'EWPL' expands to 'Kakinada-Hyderabad-Uran-Ahmedabad (East West)', the register's own name for 17.04.NGPL; transmission entity PIL matches that pipeline's operator",C,17,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-009,9,11.19,"Gumla, Latehar, Lohardaga, Simdega, Garhwa And Khunti Districts",ATGL,0.18,Under Construction,JHBDPL,GAIL,Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati,17.20.NGPL,Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati,"acronym 'JHBDPL' expands to 'Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati', the register's own name for 17.20.NGPL; transmission entity GAIL matches that pipeline's operator",C,17,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-010,10,11.04,"Kokrajhar, Dhubri, South Salmaramankachar & Goalpara Districts",ATGL,0.4,Under Construction,JHBDPL,GAIL,Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati,17.20.NGPL,Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati,"acronym 'JHBDPL' expands to 'Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati', the register's own name for 17.20.NGPL; transmission entity GAIL matches that pipeline's operator",C,17,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-011,11,11.05,"Baksa, Barpeta, Bongaigaon, Chirang, Nalbari & Bajali Districts",ATGL,0.15,Under Construction,JHBDPL,GAIL,Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati,17.20.NGPL,Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati,"acronym 'JHBDPL' expands to 'Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati', the register's own name for 17.20.NGPL; transmission entity GAIL matches that pipeline's operator",C,17,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-012,12,11.24,"Tikamgarh, Niwari, Chattarpur and Panna Districts",ATGL,0.6,Under Construction,HVJ,GAIL,Hazira-Vijaipur-Jagdishpur,17.03.NGPL,Hazira-Vijaipur-Jagdishpur -GREP (Gas Rehabilitation and Expansion Project)-Dahej-Vijaipur HVJ/VDPL,"acronym 'HVJ' expands to 'Hazira-Vijaipur-Jagdishpur', the register's own name for 17.03.NGPL; transmission entity GAIL matches that pipeline's operator",C,17,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-013,13,11.06,"Darbhanga, Madhubani, Supaul, Sitamarhi and Sheohar Districts",BPCL,74.3,Under Construction,JHBDPL,GAIL,Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati,17.20.NGPL,Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati,"acronym 'JHBDPL' expands to 'Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati', the register's own name for 17.20.NGPL; transmission entity GAIL matches that pipeline's operator",C,17,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-014,14,11.07,"Gopalganj, Siwan, West Champaran, East Champaran and Deoria (UP) Districts",BPCL,38.0,Under Construction,JHBDPL,GAIL,Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati,17.20.NGPL,Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati,"acronym 'JHBDPL' expands to 'Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati', the register's own name for 17.20.NGPL; transmission entity GAIL matches that pipeline's operator",C,17,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-015,15,11.41,"Fazilka (except area already authorized) (PB), Ganganagar (RJ) and Hanumangarh (RJ)",BPCL,65.0,Under Construction,DBNPL,GAIL,Dadri-Bawana-Nangal,17.12.NGPL,Dadri-Bawana-Nangal,"acronym 'DBNPL' expands to 'Dadri-Bawana-Nangal', the register's own name for 17.12.NGPL; transmission entity GAIL matches that pipeline's operator",C,17,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-016,16,11.60,Purulia and Bankura Districts,BPCL,1.0,Under Construction,JHBDPL,GAIL,Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati,17.20.NGPL,Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati,"acronym 'JHBDPL' expands to 'Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati', the register's own name for 17.20.NGPL; transmission entity GAIL matches that pipeline's operator",C,17,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-017,17,11.62,Alipurduar and Koch Bihar Districts,BPCL,1.5,Under Construction,JHBDPL,GAIL,Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati,17.20.NGPL,Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati,"acronym 'JHBDPL' expands to 'Jagdishpur-Haldia-Bokaro Dhamra-Paradip-Barauni-Guwahati', the register's own name for 17.20.NGPL; transmission entity GAIL matches that pipeline's operator",C,18,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-018,18,11A.01,"Lakhimpur Kheri, Sitapur, Bahraich, Shravasti, Balrampur, Siddharth Nagar & Maharajganj Districts",BPCL,58.1,Under Construction,HVJPL & JHDPL,GAIL,NA,UNKNOWN,UNKNOWN,compound: the register names more than one pipeline for a single tap-off; not resolvable to one PL ID,C,18,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-019,19,11A.04,"Koria, Surajpur, Balrampur & Surguja Districts",BPCL,96.0,Under Construction,Shadol-Phulpur,RGPL,Shahdol-Phulpur,5.05.NGPL,Shahdol-Phulpur,"acronym 'Shadol-Phulpur' expands to 'Shahdol-Phulpur', the register's own name for 5.05.NGPL; transmission entity RGPL matches that pipeline's operator",C,18,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-020,20,11.54,"Nizamabad, Kamareddy, Nirmal, Adilabad, Mancherial and Asifabad GA",MNGL,95.0,Under Construction,EWPL,PIL,Kakinada-Hyderabad-Uran-Ahmedabad (East West),17.04.NGPL,Kakinada-Hyderabad-Uran-Ahmedabad (East West Pipeline),"acronym 'EWPL' expands to 'Kakinada-Hyderabad-Uran-Ahmedabad (East West)', the register's own name for 17.04.NGPL; transmission entity PIL matches that pipeline's operator",C,18,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-021,21,11.22,"Agar Malwa, Neemuch, Mandsaur and Jhalawar districts",MCGDPL,0.172,Under Construction,DVPL,GAIL,Dahej-Vijaipur / Vijaipur-Dadri,17.11.NGPL,Dahej-Vijaipur (DVPL)-Vijaipur-Dadri (GREP) Upgradation DVPL 2 & VDPL,"acronym 'DVPL' expands to 'Dahej-Vijaipur / Vijaipur-Dadri', the register's own name for 17.11.NGPL; transmission entity GAIL matches that pipeline's operator",C,18,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-022,22,11.32,Chandrapur and Wardha districts,MCGDPL,5.0,Under Construction,SAPL,GAIL,NA,UNKNOWN,UNKNOWN,UNMAPPED: not expandable to any pipeline name in the register,C,18,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
OT-UN-023,23,11.38,"Rayagada, Kalahandi, Bolangir and Nuapada districts",MCGDPL,0.35,Under Construction,MNJPL,GAIL,Mumbai-Nagpur-Jharsuguda,5.13.NGPL,Mumbai-Nagpur-Jharsuguda,"acronym 'MNJPL' expands to 'Mumbai-Nagpur-Jharsuguda', the register's own name for 5.13.NGPL; transmission entity GAIL matches that pipeline's operator",C,18,20251231_NGPL.pdf,"A (all columns except pipeline_id / pipeline_name_matched / link_basis, which are C)"
